Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-DEC-2023|AMAG|EQUITY|5001552516|290|41963400|3357700|210019533|388000000|41103496|0|23887500|0|0|708331629|0|5783100|0|4964300|7766900|3352200|68708300|0|13103000|103677800
29-DEC-2023|AMAN|EQUITY|3873500000|120|0|100100|0|0|578957900|0|0|0|0|579058000|0|0|0|1789300|265100|0|200|3887400|0|5942000
29-DEC-2023|AMAR|EQUITY|18381094760|320|0|51843472|0|207782400|478738776|0|200616|0|0|738565264|0|15444789601|0|1667746299|1642703|7522688|336195930|0|821275|17458718496
29-DEC-2023|AMFG|EQUITY|434000000|5900|23500|13651482|0|0|34564700|32000|35076|0|0|48306758|114800|21807700|191300|1109300|37300|1467500|11495759|76900|222183|36522742
29-DEC-2023|AMIN|EQUITY|1080000000|160|0|0|0|0|68930200|0|0|0|0|68930200|0|17438300|0|4285200|247915200|0|192800|0|10438300|280269800
29-DEC-2023|AMMN|EQUITY|72518217656|6550|60362700|50425299704|4538200|0|1204162000|31709698|2012|20000|7000|51726101314|33188054|480068100|176435574|650859540|221616200|757046976|105221437|3142900|3197027009|5624605790
29-DEC-2023|AMMS|EQUITY|1200047984|40|0|28913900|0|0|209520305|0|79|0|0|238434284|0|0|0|100|1126800|0|486800|0|0|1613700
29-DEC-2023|AMOR|EQUITY|2222222400|980|35603300|351702300|0|0|424576000|0|8783900|0|0|820665500|10730454|149400|0|49433900|1004000|3659600|1600400|0|859146|67436900
29-DEC-2023|AMRT|EQUITY|41524501700|2930|523859200|15132070834|51102300|0|2437610739|486668355|70271|3745200|757600|18635884499|227285452|4345206406|1360407068|1928853925|572500|3810490979|949830286|26953700|2059016885|14708617201
29-DEC-2023|ANDI|EQUITY|9350000000|50|25543605|797718480|1438400|0|1537926757|1499220361|266823708|2702640|567409200|4698783151|0|0|0|5100|1159949|0|21800|0|0|1186849
29-DEC-2023|ANJT|EQUITY|3354175000|745|0|53793080|0|45000|290785083|100|496400|0|47400|345167063|0|481400|545200|1087100|764637|1235200|4379700|0|514700|9007937
29-DEC-2023|ANTM|EQUITY|24030764725|1705|980412699|78264974|105002178|3500012|3267036435|463235476|75673843|18876550|1431761|4993433928|82838857|187077162|816725741|315076868|11960149|1040297084|191999988|7704100|724319990|3377999939
29-DEC-2023|APEX|EQUITY|2830004997|166|0|2027796979|0|0|258986201|0|4534|0|0|2286787714|0|307752577|0|157204147|149300|0|397587|0|0|465503611
29-DEC-2023|APIC|EQUITY|11766313488|1145|347161500|9549135112|7000|0|256627668|332930075|566795257|24390000|0|11077046612|6068800|27117235|44029300|451971027|450|62086300|14902100|0|83091664|689266876
29-DEC-2023|APII|EQUITY|1075760000|187|0|1714400|0|0|55824500|0|0|0|0|57538900|0|295400|0|858700|36757300|0|36164700|0|142997000|217073100
29-DEC-2023|APLI|EQUITY|1362671400|600|0|201399300|0|0|560350900|0|165000|0|0|761915200|0|0|0|6100|170100|0|479000|0|0|655200
29-DEC-2023|APLN|EQUITY|22699326779|129|5283600|9325781898|2000000|0|2989608016|30797000|111131607|700000|390000|12465692121|672861|16503882|55547950|302127720|3646900|19256100|4581761|21185408|116332076|539854658
29-DEC-2023|APOL|EQUITY|16452282461|0|0|649059480|1400000|0|775953251|0|90689820|14086735|575800|1531765086|0|2653784186|0|1180647657|8159700|13668011|1410334020|0|71420000|5338013574
29-DEC-2023|ARCI|EQUITY|24835000000|408|57406900|23653856517|308200|0|762655383|52132200|1372258|0|0|24527731458|0|0|0|149072350|7702100|6341310|78942|0|144073840|307268542
